P_ID,P_ID2,Valve Size,Co-efficients,10,20,30,40,50,60,70,80,90,100
butterfly#do#equal#down#150,butterfly#do#equal#down#150#18#1#18,18,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#20#1#20,20,Cv,208,692,1520,2630,4160,6230,8730,11220,13850,13850
butterfly#do#equal#down#150,butterfly#do#equal#down#150#20#1#20,20,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#20#1#20,20,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#20#1#20,20,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#24#1#24,24,Cv,322,1080,2370,4080,6450,9670,13540,17410,21500,21500
butterfly#do#equal#down#150,butterfly#do#equal#down#150#24#1#24,24,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#24#1#24,24,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#24#1#24,24,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#30#1#30,30,Cv,508,1690,3730,6440,10200,15200,21300,27400,33900,33900
butterfly#do#equal#down#150,butterfly#do#equal#down#150#30#1#30,30,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#30#1#30,30,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#30#1#30,30,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#36#1#36,36,Cv,757,2520,5550,9590,15100,22700,31800,40900,50500,50500
butterfly#do#equal#down#150,butterfly#do#equal#down#150#36#1#36,36,FL,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#36#1#36,36,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#36#1#36,36,Fd,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#3#1#3,3,Cv,1.79,23,37,58.8,91.9,139,192,270,259,259
butterfly#do#equal#down#300,butterfly#do#equal#down#300#3#1#3,3,FL,0.71,0.75,0.77,0.81,0.79,0.71,0.62,0.49,0.59,0.59
butterfly#do#equal#down#300,butterfly#do#equal#down#300#3#1#3,3,Xt,0.275,0.33,0.481,0.516,0.487,0.361,0.275,0.19,0.231,0.231
butterfly#do#equal#down#300,butterfly#do#equal#down#300#3#1#3,3,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#4#1#4,4,Cv,12.9,35.2,61.3,105,163,242,361,463,482,482
butterfly#do#equal#down#300,butterfly#do#equal#down#300#4#1#4,4,FL,0.74,0.8,0.82,0.8,0.77,0.69,0.57,0.51,0.55,0.55
butterfly#do#equal#down#300,butterfly#do#equal#down#300#4#1#4,4,Xt,0.455,0.499,0.416,0.395,0.41,0.363,0.292,0.235,0.21,0.21
butterfly#do#equal#down#300,butterfly#do#equal#down#300#4#1#4,4,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#6#1#6,6,Cv,38.8,106,183,294,436,605,779,976,1100,1100
butterfly#do#equal#down#300,butterfly#do#equal#down#300#6#1#6,6,FL,0.78,0.81,0.79,0.8,0.74,0.68,0.59,0.58,0.57,0.57
butterfly#do#equal#down#300,butterfly#do#equal#down#300#6#1#6,6,Xt,0.42,0.433,0.434,0.369,0.36,0.299,0.282,0.214,0.205,0.205
butterfly#do#equal#down#300,butterfly#do#equal#down#300#6#1#6,6,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#8#1#8,8,Cv,73.1,200,345,554,821,1140,1470,1840,2090,2090
butterfly#do#equal#down#300,butterfly#do#equal#down#300#8#1#8,8,FL,0.8,0.83,0.83,0.8,0.74,0.66,0.58,0.5,0.48,0.48
butterfly#do#equal#down#300,butterfly#do#equal#down#300#8#1#8,8,Xt,0.405,0.454,0.542,0.451,0.346,0.269,0.239,0.206,0.173,0.173
butterfly#do#equal#down#300,butterfly#do#equal#down#300#8#1#8,8,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#10#1#10,10,Cv,66.2,217,399,708,1110,1690,2400,3100,3560,3560
butterfly#do#equal#down#300,butterfly#do#equal#down#300#10#1#10,10,FL,0.8,0.83,0.83,0.8,0.74,0.66,0.58,0.5,0.48,0.48
butterfly#do#equal#down#300,butterfly#do#equal#down#300#10#1#10,10,Xt,0.505,0.714,0.672,0.557,0.465,0.339,0.243,0.187,0.155,0.155
butterfly#do#equal#down#300,butterfly#do#equal#down#300#10#1#10,10,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#12#1#12,12,Cv,100,328,603,1070,1680,2550,3620,4690,5380,5380
butterfly#do#equal#down#300,butterfly#do#equal#down#300#12#1#12,12,FL,0.8,0.86,0.87,0.8,0.75,0.66,0.55,0.5,0.48,0.48
butterfly#do#equal#down#300,butterfly#do#equal#down#300#12#1#12,12,Xt,0.451,0.636,0.595,0.494,0.414,0.303,0.217,0.167,0.138,0.138
butterfly#do#equal#down#300,butterfly#do#equal#down#300#12#1#12,12,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#14#1#14,14,Cv,136,341,704,1200,1860,2680,3450,4050,4550,4550
butterfly#do#equal#down#300,butterfly#do#equal#down#300#14#1#14,14,FL,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#14#1#14,14,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#14#1#14,14,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#16#1#16,16,Cv,169,422,873,1490,2310,3320,4280,5010,5630,5630
butterfly#do#equal#down#300,butterfly#do#equal#down#300#16#1#16,16,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#16#1#16,16,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#16#1#16,16,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#18#1#18,18,Cv,247,617,1280,2180,3370,4860,6260,7330,8230,8230
butterfly#do#equal#down#300,butterfly#do#equal#down#300#18#1#18,18,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#18#1#18,18,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#18#1#18,18,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#20#1#20,20,Cv,286,714,1480,2520,3910,5620,7240,8480,9530,9530
butterfly#do#equal#down#300,butterfly#do#equal#down#300#20#1#20,20,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#20#1#20,20,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#20#1#20,20,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#24#1#24,24,Cv,375,938,1940,3320,5130,7380,9510,11140,12510,12510
butterfly#do#equal#down#300,butterfly#do#equal#down#300#24#1#24,24,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#24#1#24,24,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#24#1#24,24,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#30#1#30,30,Cv,715,1790,3700,6320,9780,14000,18100,21200,23800,23800
butterfly#do#equal#down#300,butterfly#do#equal#down#300#30#1#30,30,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#30#1#30,30,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#30#1#30,30,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#300,butterfly#do#equal#down#300#36#1#36,36,Cv,1100,2760,5700,9750,15100,21700,28000,32800,36800,36800
butterfly#do#equal#down#300,butterfly#do#equal#down#300#36#1#36,36,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52
butterfly#do#equal#down#300,butterfly#do#equal#down#300#36#1#36,36,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23
butterfly#do#equal#down#300,butterfly#do#equal#down#300#36#1#36,36,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
